No	TMNo	EnNo	Name		GMNo	Mode	IN/OUT	Antipass	DateTime
22021	1	420	          	1	1	 	0	07-31-2017  09:16:25AM
22022	1	425	          	1	1	 	0	07-31-2017  09:22:19AM
22023	1	425	          	1	1	 	0	07-31-2017  09:22:20AM
22024	1	387	          	1	1	 	0	07-31-2017  09:34:13AM
22025	1	417	          	1	1	 	0	07-31-2017  09:34:31AM
22026	1	363	          	1	1	 	0	07-31-2017  09:39:24AM
22027	1	419	          	1	1	 	0	07-31-2017  09:40:41AM
22028	1	419	          	1	1	 	0	07-31-2017  09:40:41AM
22029	1	416	          	1	1	 	0	07-31-2017  09:46:34AM
22030	1	376	          	1	1	 	0	07-31-2017  09:58:10AM
22031	1	384	          	1	1	 	0	07-31-2017  09:59:52AM
22032	1	405	          	1	1	 	0	07-31-2017  10:00:46AM
22033	1	405	          	1	1	 	0	07-31-2017  10:00:47AM
22034	1	424	          	1	1	 	0	07-31-2017  10:02:12AM
22035	1	403	          	1	1	 	0	07-31-2017  10:11:32AM
22036	1	391	          	1	1	 	0	07-31-2017  10:16:04AM
22037	1	394	          	1	1	 	0	07-31-2017  10:21:00AM
22038	1	357	          	1	1	 	0	07-31-2017  10:22:26AM
22039	1	320	          	1	1	 	0	07-31-2017  10:25:02AM
22040	1	368	          	1	1	 	0	07-31-2017  10:29:54AM
22041	1	421	          	1	1	 	0	07-31-2017  10:32:35AM
22042	1	386	          	1	1	 	0	07-31-2017  10:34:04AM
22043	1	386	          	1	1	 	0	07-31-2017  10:34:06AM
22044	1	288	          	1	1	 	0	07-31-2017  10:35:36AM
22045	1	351	          	1	1	 	0	07-31-2017  10:35:41AM
22046	1	395	          	1	1	 	0	07-31-2017  10:36:44AM
22047	1	422	          	1	1	 	0	07-31-2017  10:36:49AM
22048	1	313	          	1	1	 	0	07-31-2017  10:37:32AM
22049	1	406	          	1	1	 	0	07-31-2017  10:39:51AM
22050	1	399	          	1	1	 	0	07-31-2017  10:39:55AM
22051	1	397	          	1	1	 	0	07-31-2017  10:41:02AM
22052	1	393	          	1	3	 	0	07-31-2017  11:25:32AM
22053	1	370	          	1	1	 	0	07-31-2017  11:44:45AM
22054	1	423	          	1	1	 	0	07-31-2017  11:53:48AM
22055	1	423	          	1	1	 	0	07-31-2017  06:12:17PM
22056	1	417	          	1	1	 	0	07-31-2017  06:39:50PM
22057	1	425	          	1	1	 	0	07-31-2017  06:40:31PM
22058	1	425	          	1	1	 	0	07-31-2017  06:40:32PM
22059	1	363	          	1	1	 	0	07-31-2017  06:49:51PM
22060	1	387	          	1	1	 	0	07-31-2017  06:49:58PM
